Nr,Lat,Long,Latgms,Longms,Municipio,CodIbge,Estado,AreaKm2,Desmatado2015,Incremento20142015,Floresta2015,Nuvem2015,NaoObservado2015,NaoFloresta2015,Hidrografia2015,Soma 
 729,-3.67425,-65.34586,S 3 40 27.30,O 65 20 45.10,Alvarães,1300029,AM,6027,330.1,0.6,5415.1,116.2,0.0,38.0,127.6,100
 730,-17.77315,-53.34775,S 17 46 23.34,O 53 20 51.90,Alto Taquari,5100607,MT,1391,0.0,0.0,7.6,0.0,0.0,1383.4,0.0,100
 731,-9.50943,-46.19474,S 9 30 33.95,O 46 11 41.06,Alto Parnaíba,2100501,MA,11229,0.0,0.0,156.3,0.0,0.0,11072.7,0.0,100
 732,-9.69738,-63.37770,S 9 41 50.57,O 63 22 39.72,Alto Paraíso,1100403,RO,2683,1767.4,23.6,897.2,0.0,0.0,0.8,17.6,100
 733,-14.76893,-56.62505,S 14 46 8.15,O 56 37 30.18,Alto Paraguai,5100508,MT,2055,423.9,0.3,123.1,0.0,0.0,1508.0,0.0,100
 734,-16.85399,-53.66434,S 16 51 14.36,O 53 39 51.62,Alto Garças,5100409,MT,3658,0.0,0.0,0.0,0.0,0.0,3658.0,0.0,100
 735,-11.78783,-51.69334,S 11 47 16.19,O 51 41 36.02,Alto Boa Vista,5100359,MT,2241,1174.3,0.4,492.9,0.0,0.0,573.8,0.0,99
 736,-17.42312,-53.45650,S 17 25 23.23,O 53 27 23.40,Alto Araguaia,5100300,MT,5541,0.0,0.0,201.7,0.0,0.0,5339.3,0.0,100
 737,-12.57336,-61.76339,S 12 34 24.10,O 61 45 48.20,Alto Alegre dos Parecis,1100379,RO,3994,1313.1,3.6,1749.5,0.0,0.0,917.6,13.8,100
 738,-3.96927,-46.11010,S 3 58 9.37,O 46 6 36.36,Alto Alegre do Pindaré,2100477,MA,1951,1864.9,0.2,21.2,11.4,0.0,53.5,0.0,100
 739,-4.21028,-44.38837,S 4 12 37.01,O 44 23 18.13,Alto Alegre do Maranhão,2100436,MA,388,188.2,0.0,199.8,0.0,0.0,0.0,0.0,100
 740,3.10387,-62.61311,N 3 6 13.93,O 62 36 47.20,Alto Alegre,1400050,RR,25869,790.9,6.9,11391.5,10982.5,0.0,2610.3,93.8,100
 741,-4.14425,-45.46630,S 4 8 39.30,O 45 27 58.68,Altamira do Maranhão,2100402,MA,542,542.5,0.0,0,0.0,0.0,0.0,0.0,100
 742,-6.31664,-54.26280,S 6 18 59.90,O 54 15 46.08,Altamira,1500602,PA,159540,8092.6,308.6,142658.4,3360.1,0.0,3760.6,1668.3,100
 743,-12.47301,-62.13723,S 12 28 22.84,O 62 8 14.03,Alta Floresta D'Oeste,1100015,RO,7137,2278.1,5.0,3128.7,0.0,0.0,1708.0,22.2,100
 744,-10.04165,-56.40435,S 10 2 29.94,O 56 24 15.66,Alta Floresta,5100250,MT,8986,4946.1,8.8,3745.1,0.0,0.0,258.7,36.1,100
 745,0.40528,-54.00657,N 0 24 19.01,O 54 0 23.65,Almeirim,1500503,PA,72964,1813.2,12.4,50089.9,17314.8,0.0,2715.5,1030.6,100
 746,-11.47324,-47.30304,S 11 28 23.66,O 47 18 10.94,Almas,1700400,TO,4041,0.0,0.0,0.0,0.0,0.0,4041.0,0.0,100
 747,-11.35975,-48.94098,S 11 21 35.10,O 48 56 27.53,Aliança do Tocantins,1700350,TO,1585,0.0,0.0,0,0.0,0.0,1585.9,0.0,100
 748,-0.30798,-55.15106,S 0 18 28.73,O 55 9 3.82,Alenquer,1500404,PA,22286,1429.6,13.3,15555.4,2235.0,0.0,2476.4,589.6,100
 749,-2.20396,-44.47826,S 2 12 14.26,O 44 28 41.74,Alcântara,2100204,MA,1506,905.0,0.0,89.9,89.1,0.0,72.0,350.0,100
 750,-6.50140,-47.50278,S 6 30 5.04,O 47 30 10.01,Aguiarnópolis,1700301,TO,236,108.5,0.5,21.1,0.0,0.0,102.1,4.3,99
 751,-14.08771,-52.43685,S 14 5 15.76,O 52 26 12.66,Água Boa,5100201,MT,7486,38.3,0.9,125.3,0.0,0.0,7322.4,0.0,99
 752,-6.76170,-50.32800,S 6 45 42.12,O 50 19 40.80,Água Azul do Norte,1500347,PA,7125,4642.4,9.6,2263.6,91.1,0.0,127.9,0.0,100
 753,-0.23850,-50.74083,S 0 14 18.60,O 50 44 26.99,Afuá,1500305,PA,8382,29.0,0.0,3079.2,2246.5,0.0,286.7,2740.6,100
 754,-9.95424,-66.87906,S 9 57 15.26,O 66 52 44.62,Acrelândia,1200013,AC,1880,1152.5,15.2,727.5,0.0,0.0,0.0,0.0,100
 755,-15.19422,-56.31716,S 15 11 39.19,O 56 19 1.78,Acorizal,5100102,MT,841,0.0,0.0,0.2,0.0,0.0,840.8,0.0,100
 756,-2.03379,-48.31904,S 2 2 1.64,O 48 19 8.54,Acará,1500206,PA,4361,2357.8,7.0,1606.4,283.0,0.0,43.3,70.5,100
 757,-4.70208,-47.22036,S 4 42 7.49,O 47 13 13.30,Açailândia,2100055,MA,5846,5317.3,8.1,431.3,97.4,0.0,0.0,0.0,100
 758,-9.46606,-49.33901,S 9 27 57.82,O 49 20 20.44,Abreulândia,1700251,TO,1900,7.5,0.1,48.2,0.0,0.0,1844.3,0.0,100
 759,-4.96265,-48.39406,S 4 57 45.54,O 48 23 38.62,Abel Figueiredo,1500131,PA,616,566.0,0.1,50.0,0.0,0.0,0.0,0.0,100
 760,-1.73866,-48.85524,S 1 44 19.18,O 48 51 18.86,Abaetetuba,1500107,PA,1617,694.4,0.6,451.2,44.2,0.0,13.6,413.6,99
